game_title ,editorial_rating , user_rating , game_price ,game_price_cents, editor  , type ,device ,
Assassin's Creed Unity sur ONE,17,15,24,79,UbisoftMontreal,Historique,ONE,
Titanfall 2 sur ONE,17,17.1,9,54,RespawnEntertainment,Science-Fiction,ONE,
Hitman sur ONE,17,16,36,41,SquareEnix,Infiltration,ONE,
Path of Exile sur ONE,17,16,no information,,GrindingGearGames,Siteofficiel,ONE,
Killer Instinct sur ONE,17,15.6,14,99,DoubleHelixGames,Fantastique,ONE,
Tom Clancy's The Division sur ONE,17,14.6,16,49,MassiveEntertainment,Post-apocalyptique,ONE,
Watch Dogs 2 sur ONE,17,16.6,17,99,Ubisoft,Contemporain,ONE,
EA Sports UFC sur ONE,17,14.5,8,45,EAFightingTeam,Artsmartiaux,ONE,
Trials Fusion sur ONE,17,15.4,14,89,UbisoftKiev,RedLynx,ONE,
Forza Horizon 2 sur ONE,17,17.8,26,46,PlaygroundGames,Automobile,ONE,
Tales from the Borderlands sur ONE,17,14,22,99,TelltaleGames,Extraterrestres,ONE,
Resident Evil HD Remaster sur ONE,17,18.4,no information,,Capcom,Zombies,ONE,
Overwatch sur ONE,17,15.7,26,30,BlizzardEntertainment,Cyberpunk,ONE,
Resident Evil 6 sur ONE,17,13.4,19,90,Capcom,Contemporain,ONE,
The Walking Dead : Episode 2 - Starved for Help sur ONE,17,17,no information,,TelltaleGames,Post-apocalyptique,ONE,
Ultimate Marvel vs. Capcom 3 sur ONE,17,16,no information,,Capcom,Multienligne,ONE,
Diablo III : Ultimate Evil Edition sur ONE,17,18,19,99,BlizzardEntertainment,HeroicFantasy,ONE,
Destiny 2 sur ONE,17,12.6,10,0,Bungie,Science-Fiction,ONE,
The Walking Dead : Saison 2 : Episode 2 - A House Divided sur ONE,17,17,no information,,TelltaleGames,Post-apocalyptique,ONE,
Battlefield 1 sur ONE,17,13.8,19,99,Dice,1èreGuerreMondiale,ONE,
Tom Clancy's Rainbow Six Siege sur ONE,17,16.8,24,99,Ubisoft,+18ans,ONE,
NBA 2K14 sur ONE,17,17.4,3,59,2KSports,Basket,ONE,
Rayman Legends sur ONE,17,16.2,18,99,UbisoftMontpellier,Plate-Forme,ONE,
Disney Fantasia : Le Pouvoir du Son sur ONE,17,18,9,90,DisneyInteractive,Rythme,ONE,
Minecraft sur ONE,17,15.6,21,67,Mojang,OpenWorld,ONE,
Rime sur ONE,17,17.6,34,38,SixFoot,26Mai2017,ONE,
Batman Arkham Knight sur ONE,17,15.4,13,69,Rocksteady,Animation,ONE,
Halo 5 : Guardians sur ONE,17,14.9,18,90,343Industries,Science-Fiction,ONE,
Darksiders II : Deathinitive Edition sur ONE,17,16,19,12,VigilGames,HeroicFantasy,ONE,
Dragon Age Inquisition sur ONE,17,17,8,18,BioWare,HeroicFantasy,ONE,
L.A. Noire sur ONE,17,0,22,18,TeamBondi,+18ans,ONE,
Naruto Shippuden Ultimate Ninja Storm 4 sur ONE,17,15.2,18,28,05Février2016,Blu-Ray,ONE,
Forza Motorsport 6 sur ONE,17,16.9,22,99,Microsoft,Blu-Ray,ONE,
Lego Dimensions sur ONE,17,18,no information,,Traveller'sTales,Blu-Ray,ONE,
Yesterday Origins sur ONE,17,17,12,79,Microïds,Point'nClick,ONE,
Yu-Gi-Oh! Legacy of the Duelist sur ONE,17,10.7,no information,,Konami,XboxLiveArcade,ONE,
Plants vs Zombies : Garden Warfare 2 sur ONE,17,13.6,21,46,PopCapGames,25Février2016,ONE,
Gears of War 4 sur ONE,17,15.9,11,0,TheCoalition,TPS,ONE,
Ghost Recon Wildlands sur ONE,17,16.6,25,9,Ubisoft,+18ans,ONE,
South Park : L'Annale du Destin sur ONE,17,15.7,19,80,Ubisoft,Animation,ONE,
This War Of Mine: The Little Ones sur ONE,17,16,17,73,noinformation,noinformation,ONE,
Styx : Shards of Darkness sur ONE,17,15,14,90,FocusHomeInteractive,Infiltration,ONE,
EA Sports UFC 2 sur ONE,17,10,15,0,EASports,Payantàl'acquisition,ONE,
Rise & Shine sur ONE,17,18,no information,,SuperMegaTeam,Réflexion,ONE,
Madden NFL 17 sur ONE,17,17.5,15,95,noinformation,noinformation,ONE,
Forza Motorsport 7 sur ONE,17,15.4,27,99,Microsoft,Simulation,ONE,
NBA 2K17 sur ONE,17,14.4,7,14,2KSports,Basket,ONE,
Ruiner sur ONE,17,18,no information,,DevolverDigital,Shooter,ONE,
Wonder Boy : The Dragon's Trap sur ONE,17,17.5,no information,,18Avril2017,Jouableensolo,ONE,
Injustice 2 sur ONE,17,17.5,14,99,NetherRealmStudios,Super-Héros,ONE,
Bioshock : The Collection sur ONE,17,15.3,20,0,FeralInteractive,IrrationalGames,ONE,
Killer Instinct Definitive Edition sur ONE,17,17,19,79,Microsoft,Fantastique,ONE,
Sonic Mania sur ONE,17,18.5,no information,,noinformation,noinformation,ONE,
The Elder Scrolls V : Skyrim : Special Edition sur ONE,17,16.1,no information,,28Octobre2016,+18ans,ONE,
NBA 2K18 sur ONE,17,10.4,17,97,VisualConcepts,Basket,ONE,
Dark Souls III : The Ringed City sur ONE,17,17,no information,,FromSoftware,DungeonRPG,ONE,
The Sexy Brutale sur ONE,17,17,no information,,CavalierGameStudios,Réflexion,ONE,
The Elder Scrolls Online : Morrowind sur ONE,17,no information,10,94,noinformation,noinformation,ONE,
Blood Bowl II : Legendary Edition sur ONE,17,17,no information,,FocusHomeInteractive,Footballaméricain,ONE,
A King's Tale : Final Fantasy XV sur ONE,17,17,no information,,noinformation,noinformation,ONE,
Madden NFL 18 sur ONE,17,17.7,41,94,noinformation,noinformation,ONE,
Sine Mora Ex sur ONE,17,17,18,91,THQNordic,Payantàl'acquisition,ONE,
Call of Duty : WWII sur ONE,17,14.2,44,99,SledgehammerGames,Historique,ONE,
Dishonored : La Mort de l'Outsider sur ONE,17,15.7,12,10,BethesdaSoftworks,Infiltration,ONE,
Wolfenstein II : The New Colossus sur ONE,17,15.9,29,24,BethesdaSoftworks,+18ans,ONE,
XCOM 2 - War of the Chosen sur ONE,17,17,no information,,Firaxis,Extraterrestres,ONE,
Shadow of the Tomb Raider sur ONE,16,15.2,53,99,noinformation,noinformation,ONE,
The Walking Dead : The Final Season sur ONE,16,14.5,no information,,noinformation,noinformation,ONE,
Mega Man 11 sur ONE,16,16,24,99,noinformation,noinformation,ONE,
Far Cry 5 sur ONE,16,15.3,49,99,UbisoftMontreal,Infiltration,ONE,
NHL 19 sur ONE,16,16,52,99,EASports,Jouableensolo,ONE,
Forgotton Anne sur ONE,16,16,no information,,ThroughLineGames,Puzzle-Game,ONE,
Dark Souls Remastered sur ONE,16,7.5,29,99,FromSoftware,HeroicFantasy,ONE,
L'Attaque des Titans 2 sur ONE,16,17,51,64,OMEGAForce,+18ans,ONE,
Unravel Two sur ONE,16,16,no information,,ColdwoodInteractive,Plate-Forme,ONE,
EA Sports UFC 3 sur ONE,16,12.6,49,99,EASports,+18ans,ONE,
Mooncrash sur ONE,16,17,no information,,noinformation,noinformation,ONE,
Yoku's Island Express sur ONE,16,16,21,99,VillaGorilla,Plate-Forme,ONE,
The Walking Dead : The Final Season : Épisode 1 : Done Running sur ONE,16,16,no information,,noinformation,noinformation,ONE,
The Walking Dead : Saison 2 : Episode 1 - All That Remains sur ONE,16,20,no information,,TelltaleGames,Post-apocalyptique,ONE,
Shantae : Half-Genie Hero sur ONE,16,19.5,no information,,WayforwardTechnologies,Plate-Forme,ONE,
The Banner Saga 2 sur ONE,16,10,no information,,Stoic,+16ans,ONE,
LEGO Marvel Super Heroes sur ONE,16,15.7,17,99,WarnerInteractive,Super-Héros,ONE,
Resident Evil VII sur ONE,16,15.9,22,80,Capcom,+18ans,ONE,
Fallout 4 sur ONE,16,16.8,8,89,noinformation,noinformation,ONE,
The Evil Within sur ONE,16,15.9,5,78,TangoGameworksstudio,Survival-Horror,ONE,
SUPERHOT sur ONE,16,16.8,no information,,SuperHotTeam,Siteofficiel,ONE,
Resident Evil 4 HD sur ONE,16,14.3,21,49,Capcom,Zombies,ONE,
Battlefield 4 sur ONE,16,15.6,9,19,Dice,Contemporain,ONE,
Worms Battlegrounds sur ONE,16,16,14,99,Team17,Jouableensolo,ONE,
The Wolf Among Us : Episode 4 - In Sheep's Clothing sur ONE,16,18.5,no information,,TelltaleGames,Fantastique,ONE,
Wolfenstein : The New Order sur ONE,16,15.6,5,50,MachineGames,+18ans,ONE,
Alien : Isolation sur ONE,16,17.4,9,99,TheCreativeAssembly,Infiltration,ONE,
Sunset Overdrive sur ONE,16,16.4,13,20,MicrosoftGameStudios,Post-apocalyptique,ONE,
The Walking Dead : Episode 1 - A New Day sur ONE,16,16,no information,,TelltaleGames,Post-apocalyptique,ONE,
Just Dance 2014 sur ONE,16,17.3,11,89,Ubisoft,Blu-Ray,ONE,
Romancing SaGa 2 sur ONE,16,16,no information,,Squaresoft,Textesenjaponais,ONE,
DiRT Rally sur ONE,16,15.5,34,99,Codemasters,DVD,ONE,
The Walking Dead : Saison 2 sur ONE,16,17.3,19,99,TelltaleGames,Post-apocalyptique,ONE,
Sleeping Dogs : Definitive Edition sur ONE,16,16.8,19,90,UnitedFrontGames,Contemporain,ONE,
Styx : Master of Shadows sur ONE,16,12.9,no information,,Focus,Infiltration,ONE,
Lara Croft and the Temple of Osiris sur ONE,16,15,no information,,SquareEnix,Mythologie,ONE,
Resident Evil 5 sur ONE,16,13,20,99,Capcom,Post-apocalyptique,ONE,
Blood Bowl II sur ONE,16,11.3,9,49,Focus,Crossmedia,ONE,
Pro Evolution Soccer 2015 sur ONE,16,13.6,1,20,Konami,+3ans,ONE,
Assassin's Creed IV : Black Flag sur ONE,16,16.4,39,79,Ubisoft,AmériqueduNord,ONE,
Madden NFL 15 sur ONE,16,15,5,38,ElectronicArts,+3ans,ONE,
Kerbal Space Program sur ONE,16,20,no information,,Squad,+12ans,ONE,
Badland : Game of the Year Edition sur ONE,16,17,no information,,Frogmind,Jusqu'à4joueursenlocal,ONE,
Dying Light sur ONE,16,17.3,26,86,WarnerInteractive,Survival-Horror,ONE,
Far Cry 4 sur ONE,16,16.2,16,90,UbisoftMontreal,Contemporain,ONE,
Quantum Break sur ONE,16,15.1,18,90,Remedy,TPS,ONE,
LastFight sur ONE,16,16,no information,,noinformation,noinformation,ONE,
Tembo The Badass Elephant sur ONE,16,16,no information,,Sega,Plate-Forme,ONE,
Guitar Hero Live sur ONE,16,14.8,24,63,Activision,Musique,ONE,
Madden NFL 16 sur ONE,16,no information,9,83,EASports,+3ans,ONE,
FIFA 16 sur ONE,16,10.4,3,99,ElectronicArts,Football,ONE,
NHL 16 sur ONE,16,17.3,8,83,noinformation,noinformation,ONE,
Gears of War Ultimate Edition sur ONE,16,16,11,40,Microsoft,TPS,ONE,
Need for Speed sur ONE,16,11.5,15,74,noinformation,noinformation,ONE,
Pro Evolution Soccer 2016 sur ONE,16,12.9,6,51,Konami,+3ans,ONE,
Mega Man Legacy Collection sur ONE,16,16,no information,,Capcom,Jouableensolo,ONE,
Rare Replay sur ONE,16,18.1,23,98,noinformation,noinformation,ONE,
Beyond Eyes sur ONE,16,11.6,no information,,Tiger&Squid,VisualNovel,ONE,
For Honor sur ONE,16,14.3,9,99,UbisoftMontreal,Historique,ONE,
Destiny Extension III : Le roi des corrompus sur ONE,16,15.4,no information,,Bungie,Fantastique,ONE,
Project CARS 2 sur ONE,16,11.1,19,68,BandaiNamco,Simulation,ONE,
Dying Light : The Following sur ONE,16,17.8,25,0,noinformation,noinformation,ONE,
Worms : Weapons of Mass Destruction sur ONE,16,17,22,99,Team17,Fantastique,ONE,
EVERSPACE sur ONE,16,16,no information,,26Mai2017,Extraterrestres,ONE,
Battle Chasers : Nightwar sur ONE,16,16,no information,,AirshipSyndicate,Fantastique,ONE,
FIFA 17 sur ONE,16,11.6,5,57,EASports,+3ans,ONE,
Far Cry Primal sur ONE,16,16.4,24,90,Ubisoft,+18ans,ONE,
Batman : The Telltale Series sur ONE,16,14,14,14,noinformation,noinformation,ONE,
Fallout 4 : Far Harbor sur ONE,16,16,no information,,BethesdaSoftworks,+18ans,ONE,
Pro Evolution Soccer 2017 sur ONE,16,15.6,7,95,Konami,+3ans,ONE,
Hand of Fate 2 sur ONE,16,16,no information,,DefiantDevelopment,Jeudecartes,ONE,
Call of Duty 4 : Modern Warfare Remastered sur ONE,16,14.8,31,59,Activision,Contemporain,ONE,
Star Wars : Battlefront II sur ONE,16,13.7,15,19,ElectronicArts,Science-Fiction,ONE,
Dragon Ball Xenoverse 2 sur ONE,16,15.3,23,55,Dimps,Animation,ONE,
